ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,totalIncome,incomePerDependent,loanToIncomeRatio,Gender_Male,Married_Yes,Dependents_1,Dependents_2,Dependents_3,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,Loan_Status
0.3898886032562125,-0.5173577103058005,-0.046511627906976744,360.0,1.0,-0.1390151232958355,0.21505228870221155,0.125686191886141,1,0,0,0,0,0,0,0,1,1
-0.07420736932305055,-0.5173577103058005,-0.43410852713178294,240.0,1.0,-0.5425016762273709,-0.6495456883250471,0.41169013973686175,1,0,1,0,0,1,0,0,1,1
-0.1036846615252785,-0.5173577103058005,-0.8062015503875969,360.0,0.0,-0.5681293302540416,-0.1799417109549117,-0.2771240569430945,0,0,0,0,0,0,0,0,1,0
0.3682947729220223,-0.5173577103058005,0.07751937984496124,360.0,1.0,-0.15778886985025703,0.19777130121721243,0.3452713328970303,1,1,0,0,0,1,0,0,0,0
-0.4155955441302485,1.0062030688867123,-0.20155038759689922,360.0,1.0,0.20368025031662074,0.5304988856506087,-0.5904077208072758,1,1,0,0,0,0,0,0,1,1
1.3187660668380463,-0.5173577103058005,-0.37209302325581395,360.0,0.0,0.6685539745213439,0.9584090519458255,-1.1806683715023674,1,1,0,0,0,1,0,0,1,0
0.7343616109682948,1.9312221133964522,2.89922480620155,360.0,1.0,1.8366982045742382,0.4454654551688668,0.34381814439170333,1,1,1,0,0,0,0,0,1,1
-0.4155955441302485,0.3145064751333116,-0.18604651162790697,360.0,0.0,-0.2698353572226775,0.09463397908451912,0.17742275174136707,1,1,0,0,0,1,0,1,0,0
-0.1533847472150814,0.3171182936119273,-0.24806201550387597,360.0,0.0,-0.04008045891380466,-0.6597862735013429,-0.32728729175298854,1,1,0,1,0,1,0,0,0,0
-0.03273350471293916,0.755903798019371,0.35658914728682173,360.0,1.0,0.3651940698800566,-0.23178467340990913,-0.15609485601686296,1,1,1,0,0,0,0,1,0,0
1.9700085689802913,-0.5173577103058005,0.9767441860465116,360.0,1.0,1.2347463309245326,1.4795816903823076,-0.46435182717079476,1,1,0,0,0,0,1,1,0,1
-0.3473864610111397,0.4633801284144085,-0.09302325581395349,360.0,1.0,-0.10861953363629591,0.24303103034459111,0.002197822912021577,1,1,0,0,0,0,0,1,0,1
0.14173093401885176,-0.06464250734573947,-0.27906976744186046,360.0,1.0,-0.04484839454667362,-0.6612492142408138,-0.3625734912088041,1,1,0,1,0,1,0,0,1,1
-0.8125107112253642,-0.5173577103058005,-1.441860465116279,360.0,1.0,-1.1843850108023541,-0.7471969826847248,0.01595929585806119,1,0,0,0,0,1,0,0,1,0
-0.021422450728363324,0.38937860485362935,-0.12403100775193798,360.0,1.0,0.12411532444312001,-0.6094062517858164,-0.39794323484343586,0,0,0,1,0,0,0,1,0,1
0.12116538131962297,0.9491783654369355,1.1317829457364341,360.0,1.0,0.6313044773895552,-0.10930910337733585,0.2849023208016301,1,1,1,0,0,0,0,0,1,0
-0.22125107112253642,-0.5173577103058005,-0.8372093023255814,360.0,1.0,-0.6703419503836698,-0.27402708726212927,-0.08539862898732743,1,0,0,0,0,0,0,0,1,0
0.3014567266495287,-0.5173577103058005,-0.34108527131782945,360.0,1.0,-0.21589808537584743,-0.4992285273444197,-0.1720357109174135,1,0,1,0,0,0,1,0,0,0
-0.10711225364181662,0.20829252366960496,-0.21705426356589147,360.0,1.0,-0.07434999627505029,0.27457569003943083,-0.2311746825011372,1,1,0,0,0,0,0,1,0,1
2.9777206512425023,0.7885515290020677,2.9767441860465116,360.0,1.0,3.0048424346271325,-0.07982170409737699,-0.3898249239629429,1,0,0,0,1,0,0,0,0,0
-0.5269922879177378,0.3824137555773207,0.0,360.0,1.0,-0.32019667734485585,0.048277044402537286,0.5986364065004011,1,1,0,0,0,0,0,0,1,1
-0.6802056555269923,0.06159538578735445,-0.43410852713178294,360.0,0.0,-0.6730239141771586,-0.2764957997599863,0.8432368547499445,1,1,0,0,0,0,0,0,1,0
-0.04987146529562982,0.11774948307759277,0.24806201550387597,360.0,1.0,-0.08656783133427699,0.2633293331047488,0.44339971293912,0,1,0,0,0,0,0,1,0,1
0.12116538131962297,2.621177494830776,0.8682170542635659,360.0,1.0,1.775907025255159,1.977713012172124,-0.8900515178016408,1,0,0,0,0,0,0,0,1,1
-0.02210796915167095,0.20872782674937426,-0.27906976744186046,360.0,1.0,-0.00014899798852715488,0.34287673581347505,-0.42730413807812,1,0,0,0,0,1,0,1,0,1
-0.0728363324764353,-0.5173577103058005,-0.7441860465116279,360.0,1.0,-0.5413096923191537,-0.1552545859763415,-0.2133699168406255,1,0,0,0,0,0,0,0,1,0
-0.689802913453299,0.01066492545434759,-1.255813953488372,360.0,1.0,-0.7162333308500335,-0.31626950111434937,-0.9544245118186101,1,0,0,0,0,0,0,0,1,1
-0.48414738646101113,-0.5173577103058005,-0.8217054263565892,360.0,1.0,-0.8989048647843254,-0.48441625235727753,0.7967347404078667,1,1,0,0,0,0,0,0,1,1
0.044044558697514995,0.49951028403525954,0.09302325581395349,360.0,1.0,0.25642553825523356,0.5790502314417967,-0.3112102277546105,1,1,0,0,0,0,0,1,0,1
0.30248500428449016,-0.5173577103058005,-0.49612403100775193,360.0,1.0,-0.2150040974446845,0.14510543459626266,-0.41196508169655915,1,1,0,0,0,1,1,0,1,1
-0.1379605826906598,-0.5173577103058005,-0.6201550387596899,360.0,1.0,-0.5979289279594725,-0.2073718498199897,0.18766419025555,0,0,0,0,0,0,0,0,1,1
0.6294772922022279,-0.5173577103058005,-1.302325581395349,360.0,1.0,0.06928406466512702,-0.36797531287502144,-1.8282829388626445,1,1,1,0,0,0,0,0,1,1
0.6884318766066838,-0.5173577103058005,0.24806201550387597,360.0,1.0,0.1205393727184683,0.45396879821704095,0.06811868559427452,1,1,0,0,0,0,0,0,1,1
-0.4001713796058269,0.980084884100555,-0.12403100775193798,360.0,0.0,0.19921031066080608,0.5263843648208469,-0.49326997482541746,0,1,0,0,0,0,0,0,1,0
0.06426735218508997,0.4729567961693329,0.24806201550387597,360.0,1.0,0.2558295463011249,0.5785016286644951,-0.13214053833556746,0,0,0,0,0,0,0,1,0,1
-0.6459297343616109,0.1982805528349113,-0.43410852713178294,360.0,1.0,-0.5496535796766744,-0.16293502485856334,0.43259588343612604,0,1,0,0,0,1,0,1,0,1
-0.2490145672664953,-0.5173577103058005,-0.12403100775193798,360.0,1.0,-0.694479624525069,-0.2962454997428424,1.6510358277113548,0,0,0,0,0,0,0,1,0,1
0.143101970865467,-0.5173577103058005,-0.24806201550387597,360.0,1.0,-0.35357222677493855,0.017555288873649922,0.2627514273288765,0,0,0,0,0,0,0,1,0,0
0.2754070265638389,-0.5173577103058005,0.09302325581395349,360.0,1.0,-0.23854577963197496,-0.7206811817818161,0.5482821217405601,1,1,0,1,0,0,0,0,1,0
2.634961439588689,-0.5173577103058005,2.449612403100775,360.0,0.0,1.8128585264098935,0.43449339962283556,0.08283736191371509,0,1,1,0,0,0,1,0,1,0
-0.37857754927163667,-0.009359016215039722,-0.4806201550387597,360.0,1.0,-0.4593607986292185,-0.7884336247785587,0.10104082312277622,1,1,0,1,0,0,0,1,0,1
-0.5760068551842331,0.17520948960713897,-0.49612403100775193,360.0,1.0,-0.5046561871414736,-0.12151551517229556,0.18533748149560433,1,1,0,0,0,0,0,1,0,1
-0.15304198800342758,0.4403090651866362,0.10852713178294573,360.0,1.0,0.04455039856961931,0.3840219441110921,0.014007631699459162,1,1,0,0,0,0,0,0,0,0
1.4627249357326477,0.46207421917510066,0.8062015503875969,360.0,1.0,1.464203233256351,0.27402708726212927,-0.7501266994845485,1,1,1,0,0,0,0,0,1,1
-0.1561268209083119,0.7271737947545979,0.24806201550387597,360.0,1.0,0.23824778365492066,-0.5743871078347335,-0.10776942995275247,1,1,0,1,0,1,0,0,1,1
-0.4498714652956298,1.135052780498422,-0.12403100775193798,360.0,1.0,0.26208746181926545,0.5842619578261615,-0.5672175457702118,1,1,0,0,0,0,0,0,1,1
-0.2685518423307626,-0.5173577103058005,-0.4496124031007752,360.0,1.0,-0.7114653952171646,-0.9350248585633465,0.9571889301909718,1,1,0,0,1,0,0,0,1,1
-0.4125107112253642,0.9840026118184786,0.5736434108527132,180.0,0.0,0.19116441928033973,0.5189782273272758,0.34769387835299065,1,1,0,0,0,1,1,0,0,0
0.38817480719794345,-0.5173577103058005,0.0,360.0,0.0,-0.14050510318110707,-0.464529401680096,0.19642287247322185,1,1,1,0,0,0,0,0,0,0
0.12116538131962297,-0.5173577103058005,-0.18604651162790697,360.0,0.0,-0.37264396930641436,0.0,0.41569337721892513,0,0,0,0,0,0,0,1,0,0
0.6558697514995715,1.4828599412340842,2.0155038759689923,360.0,1.0,1.4615212694628623,1.688325047145551,0.09716049465934702,1,1,0,0,0,0,0,1,0,0
-0.2099400171379606,0.4638154314941778,-0.031007751937984496,180.0,0.0,0.011174849139536615,0.3533001885822047,-0.1148981756922579,1,0,0,0,0,1,0,0,1,0
2.377892030848329,-0.5173577103058005,2.852713178294574,360.0,1.0,1.589361543619161,0.3316303788787931,0.5475876381870759,1,1,1,0,0,0,0,0,1,1
1.126820908311911,-0.5173577103058005,-0.046511627906976744,60.0,1.0,0.5016762273709305,-0.6558546202640151,-0.7299131435159109,1,1,0,0,1,1,1,0,1,1
0.16709511568123395,-0.5173577103058005,0.12403100775193798,360.0,0.0,-0.33271250838113686,0.03675638607920453,0.839018191176408,0,0,0,0,0,0,0,1,0,0
-0.20719794344473008,0.8172815322668407,0.6821705426356589,360.0,1.0,0.2555315503240706,0.5782273272758444,0.36761178641384684,1,1,0,0,0,0,0,0,1,1
-0.6640959725792631,0.29883556426161717,-0.4806201550387597,360.0,1.0,-0.49661029576100724,-0.7998628493056746,0.19440156325476574,1,1,0,1,0,1,1,1,0,1
-0.10711225364181662,-0.5173577103058005,-0.7286821705426356,300.0,1.0,-0.5711092900245847,-0.1826847248414195,-0.11036144190363659,1,0,0,0,0,0,0,1,0,1
0.32305055698371893,-0.5173577103058005,-0.5116279069767442,360.0,0.0,-0.1971243388214259,-0.8166638093605348,-0.4643641340263708,1,1,0,0,1,1,0,1,0,0
0.4982005141388175,0.2548699532049189,0.9147286821705426,360.0,1.0,0.4837964687476719,-0.6599691410937768,0.2722573222211495,1,1,0,0,1,0,1,1,0,1
-0.021422450728363324,-0.5173577103058005,-0.23255813953488372,480.0,1.0,-0.49661029576100724,-0.1141093776787245,0.6717925643420534,1,0,0,0,0,0,0,0,1,0
-0.021422450728363324,1.550331918598324,0.7441860465116279,360.0,1.0,0.9188705952469641,1.1888222184124808,-0.3830309343839016,1,0,0,0,0,0,0,0,1,0
-0.9640102827763496,0.7981281967569921,-0.27906976744186046,360.0,1.0,-0.41555539000223496,-0.591119492542431,0.36032223596607643,1,1,1,0,0,0,1,0,1,0
-0.22125107112253642,1.223854608771357,0.8062015503875969,300.0,0.0,0.5216419578335693,-0.6512600720041145,0.11031110672691151,1,1,0,0,1,0,0,1,0,0
-0.16435304198800343,0.42550876047448033,0.031007751937984496,360.0,1.0,0.024584668106980557,-0.7656437510714899,-0.054662802117458296,1,1,0,0,1,1,1,1,0,1
0.011482433590402743,-0.5173577103058005,-0.26356589147286824,360.0,1.0,-0.46800268196379347,-0.08777644436824962,0.5294503567245684,0,0,0,0,0,0,0,1,0,1
-0.48586118251928023,-0.5173577103058005,0.0,360.0,1.0,-0.900394844669597,-0.8142636722098405,3.280064144264808,1,1,1,0,0,0,1,1,0,1
-0.8344473007712082,0.30144738274023286,0.6046511627906976,360.0,1.0,-0.6429263204946734,-0.8447568432481857,3.0336896691575963,0,1,0,1,0,0,0,0,1,0
0.7497857754927164,0.46207421917510066,2.124031007751938,360.0,1.0,0.8443716009833867,1.1202468712497857,0.894213371666812,1,1,0,0,0,0,0,1,0,0
0.060154241645244216,-0.5173577103058005,-1.2093023255813953,240.0,1.0,-0.4256872532220815,-0.5957826161494942,-1.2969664876594695,1,1,1,0,0,0,0,0,1,1
-0.4958011996572408,0.5843943845902709,0.12403100775193798,360.0,1.0,-0.15480891007971392,0.20051431510372023,0.4075982719417844,1,0,0,0,0,0,0,1,0,1
-0.16435304198800343,0.3532484492327783,-0.4496124031007752,360.0,1.0,-0.024882664084034865,-0.6551231498942796,-0.622720988542996,1,1,0,1,0,1,0,1,0,1
-0.4498714652956298,0.40461421264555447,-0.37209302325581395,360.0,1.0,-0.23794978767786634,0.12398422767015257,-0.17998803923824996,1,1,0,0,0,0,0,1,0,1
1.6293059125964011,-0.5173577103058005,1.2713178294573644,360.0,1.0,0.9385383297325486,1.206926110063432,0.04322449527386398,1,0,0,0,0,0,0,0,1,1
0.6452442159383034,1.2965502230928283,0.7286821705426356,360.0,1.0,1.324741115994934,1.562420709754843,-0.714333167597128,1,1,0,0,0,0,0,1,0,1
-0.2928877463581834,0.7450212210251388,0.046511627906976744,360.0,1.0,0.13156522386947775,0.4641179495971198,-0.19766537191610134,1,1,0,0,0,0,0,1,0,1
0.8354755784061697,1.9438459027097617,0.9302325581395349,180.0,1.0,1.9332489011398346,-0.054311674952854445,-0.9327248464443907,1,1,0,1,0,0,0,1,0,1
-0.1849185946872322,0.2748938948743062,-0.7286821705426356,360.0,1.0,-0.0964016985770692,-0.677067260986342,-0.9202860369793702,1,1,0,1,0,1,0,0,1,1
0.10985432733504713,-0.5173577103058005,-0.09302325581395349,360.0,1.0,-0.3824778365492066,-0.009051945825475742,0.6030008445053614,1,0,0,0,0,0,0,1,0,1
-0.06598114824335904,-0.5173577103058005,-1.5968992248062015,120.0,1.0,-0.5353497727780675,-0.1497685582033259,-1.9270706358104435,1,0,0,0,0,1,0,1,0,1
1.0178234790059983,-0.5173577103058005,0.0,360.0,1.0,0.40691350666765996,0.7175724327104406,-0.5880547467144397,1,0,0,0,0,0,0,0,1,0
-0.45535561268209085,0.4847099793231037,0.13953488372093023,360.0,1.0,-0.1878864635327423,0.17006686096348364,0.5030449199439299,0,1,0,0,0,0,0,1,0,1
-0.6291345329905741,-0.08336053977581892,-1.2093023255813953,360.0,1.0,-0.7278551739551516,-0.3269672552717298,-0.8186698159439589,1,1,0,0,0,0,0,1,0,1
0.12870608397600686,-0.5173577103058005,-0.20155038759689922,180.0,1.0,-0.36608805781121956,0.006034630550317161,0.3726110084135141,1,1,0,0,0,1,0,1,0,1
-0.7038560411311054,1.0240504951572533,0.046511627906976744,360.0,1.0,-0.03471653132682709,0.3110577747299846,0.06576495506084448,1,1,0,0,0,0,0,1,0,1
0.16298200514138816,0.9030362389813908,0.07751937984496124,180.0,1.0,0.6360724130224242,-0.4523229898851363,-0.7290261680150646,1,1,0,1,0,1,0,0,1,1
0.3532133676092545,1.139405811296115,0.35658914728682173,360.0,1.0,0.9632719958280563,1.229693125321447,-0.7463571817555428,1,0,0,0,0,0,0,1,0,1
3.3718937446443875,-0.5173577103058005,0.0,360.0,1.0,2.4535498770766595,2.6014743699639977,-1.6505703894362826,1,1,0,0,0,0,0,0,1,1
0.2877463581833762,1.0423332245075634,0.0,360.0,1.0,0.839901661327572,1.116132350420024,-0.9606520508285812,1,1,0,0,0,0,0,1,0,1
0.001199657240788346,-0.18913918815975622,0.49612403100775193,360.0,1.0,-0.25225359457647323,0.11081776101491514,1.217540838150674,1,1,0,0,0,0,0,0,1,1
-0.26066838046272495,-0.06899553814343236,-0.43410852713178294,360.0,1.0,-0.3976756313789764,-0.5828904508829076,0.04124056624375679,1,1,1,0,0,0,0,0,1,1
2.6065124250214224,-0.027206442485580587,1.503875968992248,360.0,1.0,2.1236683304775386,0.0041145208297617,-0.6926924808159924,1,1,0,1,0,0,0,0,1,1
1.2066838046272494,-0.5173577103058005,-0.12403100775193798,360.0,1.0,0.5711092900245847,0.8687124978570204,-0.8687951670662939,1,0,0,0,0,1,0,0,0,0
-0.004284490145672665,1.0497333768636412,1.3643410852713178,360.0,0.0,0.5910750204872234,-0.4661294931138923,0.5661536772771298,1,1,0,1,0,0,0,0,1,0
-0.5969151670951157,-0.18913918815975622,-0.5271317829457365,480.0,1.0,-0.7722565745362437,-0.9490142293845363,1.0232347227752274,1,1,0,0,1,1,0,1,0,1
0.5153384747215082,-0.5173577103058005,0.12403100775193798,360.0,1.0,-0.029948595693958132,0.31544659694839705,0.16267876958770713,1,0,0,0,0,0,0,0,1,1
-0.30282776349614393,0.4982043747959517,0.17054263565891473,360.0,1.0,-0.04604037845489086,0.30063432196125495,0.25584456125673566,0,1,0,0,0,0,0,1,0,1
-0.08243359040274208,1.273479159865056,0.37209302325581395,360.0,0.0,0.676301869924756,0.9655408880507458,-0.4870498672102406,1,1,0,0,0,1,0,0,0,0
1.2471293916023993,-0.5173577103058005,0.0,360.0,1.0,0.6062728153169932,-0.12082976170066861,-0.7776595136219602,0,0,1,0,0,0,1,1,0,1
0.4241645244215938,-0.5173577103058005,-0.15503875968992248,360.0,1.0,-0.10921552559040452,0.24248242756728955,-0.08535665334774738,1,0,0,0,0,0,0,1,0,1
3.691688089117395,-0.5173577103058005,0.8837209302325582,180.0,1.0,2.7315801236683304,0.857328990228013,-1.280363192688447,1,1,1,0,0,0,0,0,0,1
-0.22125107112253642,0.47643922080748724,0.40310077519379844,360.0,1.0,0.009982865231319377,0.35220298302760156,0.46183906787763274,0,1,0,0,0,0,0,1,0,1
-0.5479005998286204,0.09119599521166612,-0.6666666666666666,360.0,1.0,-0.537733740594502,-0.647351277215841,-0.06674598499366846,1,1,1,0,0,0,0,0,1,1
0.601713796058269,0.4150614865600174,0.7286821705426356,360.0,1.0,0.6834537733740594,0.9721241213783645,-0.16015877656054947,1,1,0,0,0,0,0,0,0,0
2.260668380462725,-0.5173577103058005,2.0310077519379846,360.0,1.0,1.4874469194665871,1.712189267958169,0.08453122608821481,0,0,0,0,0,0,0,0,1,1
0.6356469580119966,0.6435956034388943,0.8062015503875969,360.0,1.0,0.8694032630559487,1.1432881878964511,-0.28318276572173107,1,1,0,0,0,0,0,0,0,1
0.12116538131962297,-0.5173577103058005,-1.302325581395349,360.0,1.0,-0.37264396930641436,0.0,-1.5180495760571133,0,0,0,0,0,0,0,1,0,1
-0.574293059125964,3.391663946022418,0.13953488372093023,360.0,0.0,1.6987260671980928,1.906668952511572,-1.3209267729807372,0,0,0,0,0,0,0,1,0,1
-0.2932305055698372,-0.5173577103058005,-0.7286821705426356,360.0,1.0,-0.7329211055650748,-0.8723698497056975,0.3651390744442736,1,1,0,1,0,0,0,1,0,1
0.16709511568123395,0.35934269234954835,1.0232558139534884,360.0,1.0,0.267451389406243,0.5891993828218756,0.7380349132219393,1,1,0,0,0,1,0,0,0,1
-0.04130248500428449,-0.5173577103058005,-0.5426356589147286,360.0,1.0,-0.5138940624301572,-0.13001885822046974,0.11864548179159806,0,0,0,0,0,0,0,0,0,1
6.851928020565553,-0.5173577103058005,3.751937984496124,360.0,1.0,5.479103032109067,0.4895594033944797,-0.9605572966652467,1,1,0,0,1,0,0,0,0,1
0.017994858611825194,0.19653934051583416,0.0,360.0,1.0,0.026372643969306414,0.36728955940339447,-0.09819554384897192,1,0,0,0,0,0,0,0,0,1
2.2966580976863753,1.1585591468059637,0.49612403100775193,180.0,0.0,2.6660210087163825,0.8271558374764272,-1.45337307193395,1,1,1,0,0,0,1,0,1,0
0.7772065124250214,0.600935901621504,0.8372093023255814,360.0,1.0,0.9632719958280563,1.229693125321447,-0.3453230746593672,1,1,0,0,0,0,0,0,0,0
5.605312767780634,-0.5173577103058005,8.093023255813954,480.0,1.0,4.395291663562542,4.38882221841248,0.9066619059771014,1,0,0,0,0,0,1,0,1,1
-0.616452442159383,0.3223419305691588,-0.8372093023255814,360.0,1.0,-0.43909707218952543,-0.06116920966912395,-0.5999208241268862,1,0,0,0,0,0,0,0,1,1
-0.3751499571550985,-0.5173577103058005,-0.8992248062015504,360.0,1.0,-0.8041421440810549,-0.3971884107663295,0.1818213092250098,1,0,0,0,0,0,0,1,0,1
-0.12116538131962297,-0.5173577103058005,-1.5968992248062015,120.0,1.0,-0.5833271250838113,-0.1939310817761015,-1.89110462541748,1,1,0,0,0,0,1,1,0,1
0.37103684661525277,-0.5173577103058005,-0.40310077519379844,360.0,1.0,-0.15540490203382254,0.19996571232641866,-0.36829443094049674,1,0,0,0,0,0,0,1,0,1
0.06426735218508997,2.8562411579061924,2.511627906976744,360.0,1.0,1.887357520673471,-0.3369792559574833,0.061722415346198024,1,1,0,0,1,0,0,1,0,0
0.2640959725792631,-0.5173577103058005,-0.6821705426356589,360.0,1.0,-0.24837964687476718,0.11438367906737527,-0.6490208890398446,0,1,0,0,0,0,0,0,0,0
-0.17017994858611826,1.0062030688867123,-0.6201550387596899,360.0,1.0,0.4170453698875065,-0.5195268301045775,-1.2552113401348453,1,1,0,1,0,0,1,0,1,1
3.834275921165381,-0.5173577103058005,1.7674418604651163,360.0,0.0,2.8555464501229233,2.9715069432539,-0.8945263076373956,1,0,0,0,0,0,0,1,0,0
0.1328191945158526,0.10512569376428338,0.015503875968992248,360.0,1.0,0.06362214110109514,-0.6279673124178524,-0.13608359247129165,1,1,0,1,0,1,0,0,0,0
0.4214224507283633,0.38937860485362935,0.8837209302325582,360.0,1.0,0.5091261267972882,-0.4912737870735471,0.20539411920085449,1,1,0,1,0,0,0,0,0,0
0.5499571550985433,-0.5173577103058005,0.6201550387596899,360.0,1.0,0.00014899798852715488,0.3431510372021258,0.7702704315706809,1,0,0,0,0,0,0,0,1,1
1.075407026563839,-0.5173577103058005,0.7286821705426356,180.0,1.0,0.456976830812784,0.7636550660037716,0.11755534995024733,1,0,0,0,0,0,1,1,0,1
-0.3820051413881748,0.36804875394493414,-0.09302325581395349,360.0,1.0,-0.20397824629367503,0.1552545859763415,0.18491831006325987,1,1,0,0,0,0,0,1,0,1
2.723050556983719,-0.5173577103058005,0.9147286821705426,180.0,1.0,1.8894434925128512,-0.06775244299674267,-0.9201477609059141,1,1,0,1,0,0,0,0,1,1
-0.508140531276778,1.4354119055392316,-0.43410852713178294,360.0,1.0,0.4170453698875065,0.7268986799245671,-1.0582245164027448,0,1,0,0,0,0,0,1,0,1
3.7886889460154243,-0.5173577103058005,-0.8992248062015504,360.0,1.0,2.8159129851747,0.2165152294416823,-2.1729284202834163,0,1,0,1,0,0,0,0,1,1
-0.7796058269065981,0.10294917836543693,-1.5193798449612403,360.0,1.0,-0.731133129702749,-0.736362077833019,-1.5669243182668875,1,1,1,0,0,0,0,0,1,1
2.120822622107969,0.20785722058983566,1.503875968992248,360.0,1.0,1.8623258586009088,2.0572604148808504,-0.5418081189680283,0,0,0,0,0,0,0,0,0,0
0.35904027420736934,-0.15605615409729023,-0.046511627906976744,360.0,1.0,0.08150189972435372,0.41803531630378876,-0.2417735627386499,1,1,0,0,0,0,0,1,0,1
0.8447300771208226,-0.5173577103058005,-0.15503875968992248,360.0,0.0,0.25642553825523356,0.5790502314417967,-0.5964127534957814,1,0,0,0,0,0,0,0,0,0
-0.4234790059982862,1.1150288388290348,0.37209302325581395,360.0,1.0,0.27132533710794904,0.5927653008743357,-0.01176898732741302,1,1,0,0,0,0,1,0,0,1
1.8349614395886888,-0.5173577103058005,1.7984496124031009,360.0,1.0,1.1173359159651344,1.3715069432539002,0.27870409534454454,1,0,0,0,0,0,0,0,1,0
-0.5249357326478149,-0.5173577103058005,-0.23255813953488372,360.0,1.0,-0.9343663860537883,-0.9341790959483398,2.843139397076776,1,1,0,1,0,1,0,0,0,0
-0.19143101970865467,-0.5173577103058005,-1.2093023255813953,360.0,1.0,-0.6444163003799449,-0.2501628664495114,-0.9805355928861924,1,0,0,0,0,0,0,0,1,1
12.403256212510712,-0.5173577103058005,7.317829457364341,180.0,0.0,10.305445876480668,1.6002057260414881,-1.0214116833969835,1,1,0,0,1,0,0,1,0,1
0.7497857754927164,-0.5173577103058005,0.49612403100775193,360.0,1.0,0.17388065261118976,-0.3198354191668095,0.2839123759586324,1,1,1,0,0,0,0,0,0,1
1.9624678663239075,-0.5173577103058005,0.9147286821705426,360.0,1.0,1.2281904194293376,0.16540373735642036,-0.506118928590241,1,1,1,0,0,0,0,0,1,1
-0.2853470437017995,0.38937860485362935,-0.12403100775193798,360.0,1.0,-0.10534157788869851,0.2460483456197497,-0.04787106964197855,1,0,0,0,0,0,0,0,0,1
0.2640959725792631,1.9312221133964522,1.9689922480620154,360.0,1.0,1.4278477240557252,1.657328990228013,0.09523934304214245,1,1,0,0,0,0,0,1,0,1
-0.6682090831191089,-0.06420720426597018,-0.46511627906976744,360.0,1.0,-0.7487148923489533,-0.3461683524772844,1.0760707390748052,1,1,0,0,0,1,0,1,0,1
1.4123393316195372,-0.5173577103058005,2.2790697674418605,360.0,1.0,0.7499068762571706,1.0332933310474883,1.178870058335413,1,1,0,0,0,0,0,0,1,0
-0.24798628963153385,0.039830231798889976,-0.10852713178294573,360.0,0.0,-0.3121507859643895,-0.5435282016115207,0.3989850237087006,1,1,1,0,0,0,0,1,0,0
