Gender,Married,Dependents,Education,Self_Employed,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,totalIncome,incomePerDependent,loanToIncomeRatio,Loan_Status
Female,No,2,Graduate,No,120.0,360.0,1.0,Semiurban,5833.0,1944.3333333333333,0.020572604148808505,1
Male,Yes,1,Graduate,No,201.0,360.0,1.0,Urban,7535.0,3767.5,0.026675514266755143,0
Male,No,0,Graduate,No,74.0,360.0,1.0,Urban,3167.0,3167.0,0.023365961477739186,0
Male,No,1,Graduate,Yes,106.0,360.0,1.0,Rural,4692.0,2346.0,0.022591645353793693,0
Male,Yes,0,Graduate,No,114.0,360.0,1.0,Semiurban,5167.0,5167.0,0.022063092703696534,1
Male,No,3,Graduate,No,320.0,360.0,1.0,Rural,15500.0,3875.0,0.02064516129032258,0
Male,Yes,0,Graduate,No,128.0,360.0,1.0,Urban,4342.0,4342.0,0.02947950253339475,1
Male,Yes,0,Graduate,No,100.0,360.0,0.0,Urban,3158.0,3158.0,0.031665611146295125,0
Female,Yes,0,Graduate,No,144.0,360.0,1.0,Semiurban,5126.0,5126.0,0.02809207959422552,1
Male,No,0,Graduate,No,184.0,360.0,1.0,Urban,11376.0,11376.0,0.01617440225035162,1
Male,No,0,Not Graduate,No,110.0,360.0,1.0,Semiurban,5416.0,5416.0,0.02031019202363368,1
Male,No,0,Graduate,No,80.0,360.0,1.0,Urban,3600.0,3600.0,0.022222222222222223,0
Male,No,0,Graduate,No,47.0,360.0,1.0,Urban,3013.0,3013.0,0.015599070693660804,1
Male,Yes,0,Graduate,No,75.0,360.0,1.0,Urban,2400.0,2400.0,0.03125,1
Male,Yes,0,Graduate,No,134.0,360.0,1.0,Semiurban,6277.0,6277.0,0.021347777600764697,1
Male,Yes,0,Not Graduate,Yes,96.0,360.0,1.0,Urban,4695.0,4695.0,0.020447284345047924,1
Female,No,0,Graduate,No,88.0,360.0,1.0,Urban,3410.0,3410.0,0.025806451612903226,1
Male,Yes,1,Graduate,No,44.0,360.0,1.0,Urban,5649.0,2824.5,0.007788989201628607,1
Male,Yes,0,Graduate,No,144.0,360.0,1.0,Urban,5821.0,5821.0,0.02473801752276241,1
Female,Yes,0,Graduate,No,120.0,360.0,0.0,Urban,6085.0,6085.0,0.01972062448644207,0
Female,No,0,Graduate,No,144.0,360.0,1.0,Semiurban,6275.0,6275.0,0.022948207171314742,1
Female,Yes,0,Not Graduate,No,100.0,360.0,1.0,Semiurban,3572.0,3572.0,0.027995520716685332,1
Female,No,0,Graduate,No,120.0,360.0,1.0,Semiurban,3086.0,3086.0,0.03888528839922229,1
Female,No,0,Graduate,No,112.0,360.0,1.0,Semiurban,4230.0,4230.0,0.026477541371158392,0
Male,Yes,2,Graduate,No,134.0,360.0,1.0,Urban,4616.0,1538.6666666666667,0.02902946273830156,0
Female,Yes,1,Graduate,Yes,286.0,360.0,0.0,Urban,11500.0,5750.0,0.024869565217391306,0
Male,Yes,2,Graduate,No,97.0,360.0,1.0,Semiurban,3875.0,1291.6666666666667,0.02503225806451613,1
Male,Yes,0,Graduate,No,96.0,360.0,1.0,Semiurban,3723.0,3723.0,0.0257856567284448,1
Male,Yes,0,Graduate,No,135.0,360.0,1.0,Rural,5566.0,5566.0,0.024254401724757457,0
Male,Yes,1,Graduate,No,180.0,360.0,1.0,Urban,10330.0,5165.0,0.017424975798644726,1
Male,Yes,2,Not Graduate,No,144.0,360.0,1.0,Urban,6216.0,2072.0,0.023166023166023165,1
Male,Yes,0,Graduate,No,120.0,360.0,1.0,Urban,6296.0,6296.0,0.01905972045743329,1
Male,Yes,3,Graduate,No,99.0,360.0,1.0,Urban,3029.0,757.25,0.03268405414328161,1
Male,Yes,0,Not Graduate,Yes,165.0,180.0,0.0,Rural,6058.0,6058.0,0.02723671178606801,0
Male,Yes,1,Graduate,No,128.0,360.0,0.0,Rural,4945.0,2472.5,0.025884732052578362,0
Female,No,0,Graduate,No,116.0,360.0,0.0,Semiurban,4166.0,4166.0,0.02784445511281805,0
Male,Yes,0,Graduate,No,258.0,360.0,1.0,Semiurban,10321.0,10321.0,0.024997577754093597,0
Male,No,0,Not Graduate,No,126.0,180.0,0.0,Urban,5454.0,5454.0,0.0231023102310231,0
Male,Yes,1,Graduate,No,312.0,360.0,1.0,Urban,10750.0,5375.0,0.02902325581395349,1
Male,Yes,3,Not Graduate,Yes,125.0,60.0,1.0,Urban,7100.0,1775.0,0.017605633802816902,1
Female,No,0,Graduate,No,136.0,360.0,0.0,Semiurban,4300.0,4300.0,0.03162790697674418,0
Male,Yes,0,Graduate,No,172.0,360.0,1.0,Urban,6274.0,6274.0,0.027414727446605038,1
Male,Yes,2,Not Graduate,Yes,97.0,360.0,1.0,Semiurban,3750.0,1250.0,0.025866666666666666,1
Male,No,0,Graduate,No,81.0,300.0,1.0,Semiurban,3500.0,3500.0,0.023142857142857142,1
Male,Yes,3,Not Graduate,No,95.0,360.0,0.0,Semiurban,4755.0,1188.75,0.019978969505783387,0
Male,Yes,3,Graduate,Yes,187.0,360.0,1.0,Semiurban,7040.0,1760.0,0.0265625,1
Male,No,0,Graduate,No,113.0,480.0,1.0,Urban,3750.0,3750.0,0.030133333333333335,0
Male,No,0,Graduate,No,176.0,360.0,1.0,Urban,8500.0,8500.0,0.020705882352941178,0
Male,Yes,1,Graduate,Yes,110.0,360.0,1.0,Urban,4022.0,2011.0,0.02734957732471407,0
Male,Yes,3,Graduate,No,180.0,300.0,0.0,Semiurban,7167.0,1791.75,0.025115110925073254,0
Male,Yes,3,Not Graduate,Yes,130.0,360.0,1.0,Semiurban,5499.0,1374.75,0.02364066193853428,1
Female,No,0,Graduate,No,111.0,360.0,1.0,Semiurban,3846.0,3846.0,0.028861154446177848,1
Male,Yes,1,Graduate,Yes,128.0,360.0,1.0,Semiurban,2395.0,1197.5,0.05344467640918581,1
Female,Yes,2,Graduate,No,167.0,360.0,1.0,Urban,3259.0,1086.3333333333333,0.0512427124884934,0
Male,Yes,0,Graduate,No,265.0,360.0,1.0,Semiurban,8250.0,8250.0,0.03212121212121212,0
Male,Yes,1,Graduate,No,50.0,240.0,1.0,Urban,3988.0,1994.0,0.012537612838515547,1
Male,No,0,Graduate,No,136.0,360.0,1.0,Semiurban,4897.0,4897.0,0.027772105370635083,1
Male,Yes,2,Not Graduate,No,99.0,360.0,1.0,Semiurban,5333.0,1777.6666666666667,0.0185636602287643,1
Male,Yes,0,Graduate,No,104.0,360.0,1.0,Semiurban,4618.0,4618.0,0.02252057167605024,1
Male,No,0,Graduate,No,210.0,360.0,1.0,Urban,8566.0,8566.0,0.02451552650011674,1
Male,Yes,0,Graduate,No,175.0,360.0,1.0,Semiurban,9862.0,9862.0,0.017744879334820524,1
Male,Yes,0,Graduate,No,131.0,360.0,1.0,Semiurban,5858.0,5858.0,0.022362581085694777,1
Male,Yes,2,Graduate,No,188.0,180.0,1.0,Semiurban,11904.0,3968.0,0.015793010752688172,1
Male,Yes,2,Not Graduate,No,81.0,360.0,1.0,Urban,5093.0,1697.6666666666667,0.015904182210877676,1
Male,No,0,Graduate,No,122.0,360.0,1.0,Semiurban,4133.0,4133.0,0.029518509557222357,1
Male,No,0,Not Graduate,No,25.0,120.0,1.0,Semiurban,3620.0,3620.0,0.006906077348066298,1
Male,No,0,Graduate,No,128.0,360.0,1.0,Urban,6782.0,6782.0,0.018873488646416987,0
Female,Yes,0,Graduate,No,137.0,360.0,1.0,Semiurban,4786.0,4786.0,0.028625156707062265,1
Male,Yes,0,Graduate,No,50.0,360.0,1.0,Semiurban,2974.0,2974.0,0.016812373907195696,1
Male,Yes,0,Not Graduate,No,115.0,180.0,1.0,Semiurban,4188.0,4188.0,0.027459407831900668,1
Male,Yes,0,Graduate,No,131.0,360.0,1.0,Semiurban,5300.0,5300.0,0.02471698113207547,1
Male,Yes,2,Not Graduate,No,133.0,180.0,1.0,Urban,7551.0,2517.0,0.01761356111773275,1
Male,No,0,Graduate,No,151.0,360.0,1.0,Semiurban,8649.0,8649.0,0.017458665741704245,1
Male,Yes,0,Graduate,No,128.0,360.0,1.0,Urban,13650.0,13650.0,0.009377289377289377,1
Male,Yes,0,Graduate,No,128.0,360.0,1.0,Semiurban,8235.0,8235.0,0.01554341226472374,1
Male,Yes,0,Graduate,No,160.0,360.0,1.0,Urban,4570.0,4570.0,0.0350109409190372,1
Male,Yes,1,Graduate,No,100.0,360.0,1.0,Urban,4082.0,2041.0,0.02449779519843214,1
Male,Yes,2,Graduate,No,225.0,360.0,1.0,Urban,12543.0,4181.0,0.01793829227457546,1
Male,No,0,Not Graduate,No,120.0,360.0,1.0,Rural,7333.0,7333.0,0.01636438019909996,0
Male,Yes,2,Graduate,No,216.0,360.0,0.0,Urban,7400.0,2466.6666666666665,0.02918918918918919,0
Male,Yes,3,Not Graduate,No,94.0,480.0,1.0,Semiurban,2825.0,706.25,0.03327433628318584,1
Male,No,0,Graduate,No,136.0,360.0,1.0,Urban,5316.0,5316.0,0.025583145221971408,1
Female,Yes,0,Graduate,No,139.0,360.0,1.0,Semiurban,5262.0,5262.0,0.026415811478525276,1
Male,Yes,0,Not Graduate,No,152.0,360.0,0.0,Rural,7686.0,7686.0,0.019776216497527973,0
Female,No,1,Graduate,Yes,128.0,360.0,1.0,Semiurban,7451.0,3725.5,0.01717890216078379,1
Male,No,0,Graduate,No,118.0,360.0,1.0,Semiurban,5050.0,5050.0,0.023366336633663366,1
Male,Yes,1,Graduate,No,185.0,180.0,1.0,Rural,14583.0,7291.5,0.012686004251525749,1
Female,Yes,0,Graduate,No,154.0,360.0,1.0,Semiurban,5450.0,5450.0,0.028256880733944955,1
Male,Yes,1,Graduate,No,85.0,360.0,1.0,Urban,3612.0,1806.0,0.02353266888150609,1
Male,Yes,0,Graduate,No,175.0,360.0,1.0,Rural,7710.0,7710.0,0.022697795071335927,0
Female,No,0,Graduate,No,259.0,360.0,1.0,Urban,10408.0,10408.0,0.024884704073789392,1
Male,Yes,0,Graduate,No,180.0,360.0,1.0,Rural,8334.0,8334.0,0.02159827213822894,1
Female,No,0,Graduate,No,44.0,360.0,1.0,Semiurban,4166.0,4166.0,0.01056168987037926,1
Female,No,0,Graduate,No,137.0,360.0,0.0,Semiurban,11117.0,11117.0,0.01232346856166232,1
Male,Yes,2,Graduate,No,81.0,360.0,1.0,Semiurban,2957.0,985.6666666666666,0.027392627663172135,1
Male,Yes,0,Not Graduate,No,194.0,360.0,1.0,Rural,6314.0,6314.0,0.030725372188786824,1
Female,No,0,Graduate,No,93.0,360.0,1.0,Rural,3692.0,3692.0,0.025189599133261104,1
Male,Yes,3,Graduate,No,370.0,360.0,1.0,Rural,23803.0,5950.75,0.015544259127000798,1
Male,No,0,Graduate,No,128.0,360.0,1.0,Rural,5505.0,5505.0,0.023251589464123524,1
Male,Yes,1,Graduate,Yes,160.0,180.0,0.0,Urban,14363.0,7181.5,0.011139734038849823,0
Male,Yes,0,Graduate,No,182.0,360.0,1.0,Rural,8649.0,8649.0,0.021042895132385248,0
Male,No,0,Graduate,Yes,650.0,480.0,1.0,Urban,20166.0,20166.0,0.03223247049489239,1
Male,No,0,Graduate,No,74.0,360.0,1.0,Urban,3943.0,3943.0,0.018767435962465127,1
Male,No,0,Graduate,No,70.0,360.0,1.0,Semiurban,2718.0,2718.0,0.025754231052244298,1
Male,Yes,0,Graduate,Yes,25.0,120.0,1.0,Semiurban,3459.0,3459.0,0.007227522405319456,1
Male,No,0,Graduate,No,102.0,360.0,1.0,Semiurban,4895.0,4895.0,0.020837589376915218,1
Male,Yes,3,Graduate,No,290.0,360.0,1.0,Semiurban,11750.0,2937.5,0.02468085106382979,0
Female,Yes,0,Graduate,No,84.0,360.0,1.0,Rural,4583.0,4583.0,0.0183286057167794,0
Male,Yes,2,Graduate,Yes,88.0,360.0,1.0,Urban,6816.0,2272.0,0.012910798122065728,1
Male,No,0,Graduate,No,242.0,360.0,0.0,Semiurban,14999.0,14999.0,0.016134408960597372,0
Male,Yes,2,Not Graduate,No,129.0,360.0,1.0,Rural,5630.0,1876.6666666666667,0.022912966252220248,0
Male,Yes,2,Graduate,No,185.0,360.0,1.0,Rural,7125.0,2375.0,0.025964912280701753,0
Male,No,0,Graduate,No,168.0,360.0,1.0,Urban,5417.0,5417.0,0.031013476093778844,1
Male,No,0,Graduate,Yes,175.0,180.0,1.0,Semiurban,6950.0,6950.0,0.025179856115107913,1
Male,Yes,0,Graduate,No,122.0,360.0,1.0,Semiurban,4732.0,4732.0,0.02578191039729501,1
Male,Yes,2,Graduate,No,187.0,180.0,1.0,Urban,11757.0,3919.0,0.01590541804882198,1
Female,Yes,0,Graduate,No,100.0,360.0,1.0,Semiurban,6816.0,6816.0,0.014671361502347418,1
Female,Yes,2,Graduate,No,70.0,360.0,1.0,Urban,14866.0,4955.333333333333,0.0047087313332436435,1
Male,Yes,1,Graduate,No,30.0,360.0,1.0,Urban,2963.0,1481.5,0.010124873439082012,1
Female,No,0,Graduate,No,225.0,360.0,1.0,Rural,11666.0,11666.0,0.019286816389507973,0
Male,Yes,0,Graduate,No,125.0,360.0,1.0,Semiurban,5690.0,5690.0,0.021968365553602813,1
Male,No,0,Graduate,No,118.0,360.0,0.0,Rural,6277.0,6277.0,0.018798789230524134,0
Male,Yes,0,Graduate,Yes,152.0,360.0,1.0,Rural,6327.0,6327.0,0.024024024024024024,1
Male,No,0,Graduate,No,244.0,360.0,1.0,Urban,9166.0,9166.0,0.026620117826751038,0
Male,Yes,2,Not Graduate,No,113.0,360.0,1.0,Rural,2281.0,760.3333333333334,0.049539675580885574,0
Male,No,0,Graduate,No,50.0,360.0,1.0,Urban,3254.0,3254.0,0.015365703749231715,1
Male,Yes,3,Graduate,No,600.0,180.0,0.0,Semiurban,39999.0,9999.75,0.015000375009375235,1
Male,Yes,1,Graduate,No,160.0,360.0,1.0,Rural,6000.0,3000.0,0.02666666666666667,1
Male,Yes,1,Graduate,No,187.0,360.0,1.0,Urban,9538.0,4769.0,0.019605787376808556,1
Male,No,0,Graduate,No,120.0,360.0,1.0,Rural,5063.0,5063.0,0.023701362828362632,1
Male,Yes,0,Graduate,No,255.0,360.0,1.0,Semiurban,10208.0,10208.0,0.02498040752351097,1
Male,Yes,0,Not Graduate,No,98.0,360.0,1.0,Semiurban,2904.0,2904.0,0.0337465564738292,1
Male,Yes,0,Graduate,No,275.0,360.0,1.0,Urban,7933.0,7933.0,0.03466532207235598,0
Male,Yes,1,Graduate,No,121.0,360.0,0.0,Semiurban,4369.0,2184.5,0.027695124742504004,0
Male,Yes,2,Graduate,No,158.0,360.0,1.0,Rural,5614.0,1871.3333333333333,0.028143925899536872,1
Male,Yes,0,Graduate,No,75.0,180.0,1.0,Urban,9323.0,9323.0,0.008044620830204869,1
Male,Yes,0,Graduate,No,182.0,360.0,1.0,Rural,6873.0,6873.0,0.02648043067074058,1
Female,Yes,0,Graduate,No,112.0,360.0,1.0,Rural,4583.0,4583.0,0.02443814095570587,0
Male,Yes,0,Graduate,No,129.0,360.0,1.0,Rural,5772.0,5772.0,0.02234927234927235,1
Male,No,0,Graduate,No,63.0,480.0,0.0,Semiurban,2237.0,2237.0,0.028162717925793473,0
Male,Yes,2,Graduate,No,200.0,360.0,1.0,Semiurban,8000.0,2666.6666666666665,0.025,1
Male,Yes,0,Not Graduate,No,95.0,360.0,1.0,Rural,3589.0,3589.0,0.026469768737809974,1
Male,Yes,3,Graduate,No,700.0,300.0,1.0,Urban,51763.0,12940.75,0.013523172922744044,1
Male,Yes,3,Not Graduate,No,81.0,180.0,1.0,Rural,3522.0,880.5,0.022998296422487224,0
Male,Yes,0,Graduate,No,187.0,360.0,1.0,Semiurban,11333.0,11333.0,0.016500485308391422,1
Male,Yes,0,Not Graduate,Yes,87.0,360.0,1.0,Semiurban,5080.0,5080.0,0.017125984251968505,0
Male,Yes,0,Graduate,No,116.0,360.0,1.0,Rural,5461.0,5461.0,0.021241530855154733,1
Male,Yes,2,Graduate,No,101.0,360.0,1.0,Rural,3664.0,1221.3333333333333,0.027565502183406112,1
Male,Yes,3,Graduate,No,495.0,360.0,0.0,Semiurban,16816.0,4204.0,0.029436251189343482,0
Male,Yes,1,Graduate,No,116.0,360.0,1.0,Semiurban,3750.0,1875.0,0.030933333333333334,1
Male,No,0,Not Graduate,No,102.0,480.0,0.0,Urban,3784.0,3784.0,0.026955602536997886,0
Male,Yes,1,Graduate,No,180.0,360.0,0.0,Urban,13650.0,6825.0,0.013186813186813187,0
Male,No,0,Graduate,No,67.0,360.0,1.0,Rural,6979.0,6979.0,0.00960022925920619,0
Male,Yes,0,Graduate,No,73.0,180.0,1.0,Semiurban,4600.0,4600.0,0.015869565217391305,1
Male,Yes,1,Graduate,No,260.0,360.0,1.0,Semiurban,33846.0,16923.0,0.00768185309933227,0
Female,Yes,0,Graduate,No,108.0,360.0,1.0,Semiurban,3625.0,3625.0,0.029793103448275862,1
Male,Yes,0,Graduate,Yes,120.0,360.0,1.0,Semiurban,43897.0,43897.0,0.0027336720049206094,1
Male,Yes,1,Graduate,Yes,66.0,300.0,0.0,Rural,2178.0,1089.0,0.030303030303030304,0
Male,Yes,0,Graduate,No,58.0,360.0,1.0,Rural,4521.0,4521.0,0.012829020128290201,1
Male,Yes,0,Graduate,Yes,168.0,360.0,1.0,Rural,5970.0,5970.0,0.02814070351758794,1
Male,Yes,0,Graduate,No,188.0,180.0,1.0,Rural,9328.0,9328.0,0.020154373927958835,1
Male,No,0,Not Graduate,No,48.0,360.0,1.0,Rural,4885.0,4885.0,0.009825997952917094,1
Male,No,0,Graduate,No,164.0,360.0,1.0,Semiurban,12000.0,12000.0,0.013666666666666667,0
Male,Yes,0,Not Graduate,No,160.0,360.0,1.0,Urban,6033.0,6033.0,0.026520802254268193,0
Male,No,0,Graduate,No,76.0,360.0,1.0,Semiurban,3858.0,3858.0,0.019699326075686883,1
Male,No,0,Graduate,No,120.0,360.0,1.0,Rural,4191.0,4191.0,0.02863278453829635,1
Male,Yes,1,Graduate,No,170.0,360.0,1.0,Semiurban,5708.0,2854.0,0.029782761037140854,0
Male,No,0,Graduate,No,187.0,360.0,1.0,Rural,12083.0,12083.0,0.015476289001075892,1
Female,No,0,Not Graduate,No,120.0,360.0,1.0,Urban,4272.0,4272.0,0.028089887640449437,1
Female,Yes,0,Graduate,No,113.0,360.0,1.0,Semiurban,6232.0,6232.0,0.01813222079589217,1
Male,No,0,Graduate,Yes,83.0,360.0,1.0,Urban,11000.0,11000.0,0.007545454545454545,0
Male,Yes,1,Not Graduate,No,90.0,360.0,1.0,Semiurban,5100.0,2550.0,0.01764705882352941,1
Male,No,2,Graduate,No,166.0,360.0,0.0,Semiurban,4923.0,1641.0,0.03371927686370099,1
Male,Yes,3,Not Graduate,No,128.0,180.0,1.0,Urban,3992.0,998.0,0.03206412825651302,0
Male,Yes,1,Not Graduate,No,135.0,360.0,1.0,Urban,4583.0,2291.5,0.029456687759109753,1
Male,Yes,2,Not Graduate,No,124.0,360.0,1.0,Semiurban,3917.0,1305.6666666666667,0.03165688026550932,1
Female,No,0,Not Graduate,No,120.0,360.0,1.0,Semiurban,4408.0,4408.0,0.02722323049001815,1
Female,No,0,Graduate,No,80.0,360.0,1.0,Urban,3244.0,3244.0,0.02466091245376079,1
Male,No,0,Not Graduate,No,55.0,360.0,1.0,Rural,6506.0,6506.0,0.008453735013833385,1
Male,No,0,Graduate,No,59.0,360.0,1.0,Urban,2479.0,2479.0,0.02379991932230738,1
Male,No,0,Graduate,No,127.0,360.0,1.0,Semiurban,3418.0,3418.0,0.0371562317144529,0
Female,No,0,Graduate,No,214.0,360.0,1.0,Semiurban,10000.0,10000.0,0.0214,0
Male,Yes,3,Graduate,No,128.0,360.0,0.0,Semiurban,4680.0,1170.0,0.02735042735042735,0
Male,Yes,1,Graduate,Yes,240.0,360.0,1.0,Urban,7787.0,3893.5,0.030820598433286245,1
Male,Yes,3,Not Graduate,Yes,130.0,360.0,1.0,Rural,5703.0,1425.75,0.02279502016482553,1
Male,Yes,0,Graduate,No,137.0,360.0,1.0,Urban,6194.0,6194.0,0.022118178882789795,1
Male,Yes,3,Not Graduate,No,100.0,360.0,1.0,Semiurban,4833.0,1208.25,0.02069108214359611,1
Male,Yes,0,Graduate,No,135.0,360.0,1.0,Rural,1950.0,1950.0,0.06923076923076923,0
Male,Yes,0,Graduate,No,131.0,360.0,1.0,Semiurban,5502.0,5502.0,0.023809523809523808,1
Male,Yes,2,Graduate,No,72.0,360.0,0.0,Semiurban,5000.0,1666.6666666666667,0.0144,0
Female,Yes,2,Graduate,No,127.0,360.0,1.0,Semiurban,6666.0,2222.0,0.019051905190519053,1
Male,Yes,0,Graduate,No,60.0,360.0,0.0,Urban,2221.0,2221.0,0.0270148581719946,0
Male,Yes,2,Graduate,No,116.0,360.0,1.0,Semiurban,5726.0,1908.6666666666667,0.020258470136220747,1
Male,No,0,Graduate,No,144.0,360.0,1.0,Semiurban,5762.0,5762.0,0.024991322457480043,1
Male,Yes,0,Graduate,No,175.0,360.0,1.0,Semiurban,8588.0,8588.0,0.0203772706101537,1
Male,Yes,0,Graduate,No,128.0,360.0,1.0,Semiurban,6250.0,6250.0,0.02048,1
Male,Yes,0,Graduate,No,170.0,360.0,1.0,Rural,3250.0,3250.0,0.052307692307692305,0
Male,Yes,0,Not Graduate,Yes,138.0,360.0,1.0,Urban,4735.0,4735.0,0.02914466737064414,0
Male,Yes,2,Graduate,No,210.0,360.0,1.0,Semiurban,7945.0,2648.3333333333335,0.02643171806167401,1
Male,Yes,0,Graduate,No,158.0,480.0,1.0,Semiurban,4758.0,4758.0,0.0332072299285414,1
Male,No,0,Graduate,Yes,200.0,360.0,1.0,Rural,6400.0,6400.0,0.03125,1
Male,Yes,1,Graduate,No,104.0,360.0,1.0,Semiurban,4545.0,2272.5,0.02288228822882288,1
Male,Yes,0,Graduate,No,42.0,180.0,1.0,Rural,3716.0,3716.0,0.011302475780409042,1
Male,No,0,Not Graduate,No,120.0,360.0,1.0,Rural,5787.0,5787.0,0.020736132711249352,1
Female,No,0,Graduate,No,280.0,360.0,1.0,Semiurban,8333.0,8333.0,0.03360134405376215,1
Male,Yes,1,Graduate,No,140.0,360.0,1.0,Semiurban,4934.0,2467.0,0.02837454398054317,1
Male,Yes,1,Graduate,No,170.0,360.0,1.0,Rural,6760.0,3380.0,0.02514792899408284,1
Male,Yes,0,Graduate,No,255.0,360.0,1.0,Urban,5746.0,5746.0,0.04437869822485207,0
Female,No,0,Graduate,Yes,122.0,360.0,1.0,Urban,3463.0,3463.0,0.03522956973722206,1
Female,No,1,Graduate,No,112.0,360.0,1.0,Rural,3812.0,1906.0,0.02938090241343127,1
Male,Yes,1,Graduate,No,96.0,360.0,1.0,Semiurban,3315.0,1657.5,0.02895927601809955,1
Male,Yes,2,Graduate,No,120.0,360.0,1.0,Rural,10819.0,3606.3333333333335,0.01109159811442832,1
Male,Yes,1,Not Graduate,No,140.0,180.0,1.0,Urban,4493.0,2246.5,0.031159581571333184,0
Male,No,0,Graduate,No,155.0,60.0,1.0,Urban,8666.0,8666.0,0.017885991230094624,1
Male,Yes,2,Graduate,Yes,108.0,360.0,1.0,Rural,7550.0,2516.6666666666665,0.014304635761589404,1
Male,Yes,0,Not Graduate,No,123.0,360.0,1.0,Semiurban,7823.0,7823.0,0.01572286846478333,1
Male,No,0,Graduate,Yes,120.0,180.0,1.0,Urban,10383.0,10383.0,0.011557353366079168,0
Male,Yes,2,Graduate,No,112.0,360.0,1.0,Urban,9703.0,3234.3333333333335,0.011542821807688343,1
Male,Yes,1,Not Graduate,No,137.0,180.0,1.0,Urban,6608.0,3304.0,0.020732445520581115,1
Male,Yes,1,Graduate,No,123.0,480.0,1.0,Semiurban,4725.0,2362.5,0.02603174603174603,1
Male,Yes,0,Graduate,No,90.0,360.0,1.0,Urban,3677.0,3677.0,0.024476475387544192,1
Male,Yes,0,Not Graduate,No,201.0,360.0,0.0,Semiurban,5558.0,5558.0,0.0361640878013674,0
Female,No,2,Graduate,No,138.0,360.0,1.0,Urban,3427.0,1142.3333333333333,0.040268456375838924,0
Male,No,0,Not Graduate,Yes,104.0,360.0,1.0,Rural,4750.0,4750.0,0.021894736842105262,1
Male,Yes,1,Not Graduate,No,279.0,180.0,1.0,Semiurban,9762.0,4881.0,0.02858020897357099,1
Male,No,0,Graduate,Yes,192.0,360.0,0.0,Urban,16250.0,16250.0,0.011815384615384615,0
